day,customer_id,customer_type,total_sales
5/19/2018,279914086425,Returning,171.30
5/19/2018,276415905817,Returning,0.00
5/19/2018,6615387468,Returning,86.14
5/19/2018,421880102937,First-time,28.80
5/19/2018,6499151756,Returning,85.18
5/19/2018,254584094745,Returning,56.50
5/19/2018,326238765081,Returning,46.45
5/19/2018,371891634201,Returning,51.00
5/19/2018,238976860185,Returning,105.20
5/19/2018,601992691796,First-time,50.60
5/19/2018,6115130444,Returning,151.00
5/19/2018,4849435340,Returning,55.90
5/19/2018,281524600857,Returning,91.30
5/19/2018,6575931532,Returning,72.50
5/19/2018,304921444377,Returning,37.10
5/19/2018,407760863257,Returning,111.20
5/19/2018,602019266644,First-time,76.90
5/19/2018,334883946521,Returning,75.90
5/19/2018,6065118668,Returning,84.00
5/19/2018,372737310745,Returning,40.65
5/19/2018,434066718745,First-time,85.50
5/19/2018,397653671961,Returning,71.40
5/19/2018,276415905817,First-time,0.00
5/19/2018,413205004313,Returning,53.70
5/19/2018,5243296780,Returning,37.20
5/19/2018,602071498836,First-time,121.55
5/19/2018,146881347609,Returning,42.50
5/19/2018,5947708172,Returning,139.90
5/19/2018,400725966873,Returning,42.00
5/19/2018,602008584276,First-time,29.80
5/19/2018,422610403353,Returning,168.00
5/19/2018,434329845785,First-time,41.97
5/19/2018,6503922252,Returning,79.00
5/19/2018,318773624857,Returning,36.10
5/19/2018,180016283673,Returning,88.00
5/19/2018,602059931732,First-time,35.80
5/19/2018,143370190873,Returning,108.30
5/19/2018,4686424908,Returning,29.50
5/20/2018,602552205396,First-time,116.20
5/20/2018,602494369876,First-time,65.27
5/20/2018,5483384844,First-time,26.98
5/20/2018,602463862868,First-time,192.85
5/20/2018,602195492948,Returning,60.00
5/20/2018,6620353612,Returning,25.00
5/20/2018,602195492948,First-time,60.00
5/20/2018,3811767686,Returning,46.95
5/20/2018,422396526617,Returning,48.30
5/20/2018,6067030732,Returning,139.90
5/20/2018,602193264724,First-time,150.00
5/20/2018,602512031828,First-time,100.90
5/20/2018,5581426828,Returning,167.30
5/20/2018,420152868889,Returning,64.85
5/20/2018,355380789273,Returning,402.80
5/20/2018,374391144473,Returning,26.70
5/20/2018,5054838092,Returning,88.38
5/20/2018,4237604998,Returning,89.40
5/20/2018,602231308372,First-time,131.58
5/20/2018,192836206617,Returning,432.50
5/20/2018,362959405081,Returning,70.19
5/20/2018,334590410777,Returning,167.70
5/20/2018,5793834060,Returning,154.33
5/20/2018,77190660121,Returning,31.80
5/20/2018,602569637972,First-time,159.90
5/20/2018,355948363801,Returning,38.70
5/20/2018,602627080276,First-time,27.30
5/20/2018,5799363788,Returning,164.90
5/20/2018,602575306836,First-time,152.60
5/20/2018,3262474630,Returning,50.40
5/20/2018,392846311449,Returning,34.80
5/20/2018,6468780876,Returning,41.00
5/20/2018,602207813716,First-time,57.86
5/20/2018,6635240396,Returning,105.00
5/20/2018,602241007700,First-time,100.85
5/20/2018,6222405388,Returning,54.96
5/20/2018,602509312084,First-time,96.95
5/20/2018,3222133318,First-time,159.90
5/20/2018,5803599948,Returning,94.60
5/20/2018,4205735430,Returning,125.30
5/20/2018,3940141894,Returning,43.40
5/20/2018,411778023449,First-time,88.30
5/20/2018,602481885268,First-time,119.10
5/20/2018,6648310860,Returning,25.70
5/20/2018,211579797529,Returning,40.00
5/20/2018,6691152076,Returning,80.86
5/20/2018,4993913484,Returning,38.40
5/20/2018,415870713881,Returning,25.05
5/20/2018,264061321241,Returning,270.00
5/20/2018,602503872596,First-time,26.80
5/20/2018,152975048729,Returning,204.90
5/20/2018,602475069524,First-time,39.00
5/20/2018,5454173132,Returning,152.78
5/20/2018,3462051462,Returning,36.80
5/20/2018,317126213657,Returning,64.80
5/20/2018,4507624326,Returning,32.60
5/20/2018,5403397452,Returning,34.00
5/20/2018,4036821126,Returning,48.80
5/20/2018,378344144921,Returning,63.84
5/20/2018,6396453260,Returning,89.00
5/20/2018,405551218713,Returning,96.30
5/20/2018,413906534425,Returning,74.70
5/20/2018,3728246918,Returning,134.90
5/20/2018,192200802329,Returning,28.20
5/20/2018,602449674324,First-time,90.10
5/20/2018,6416670860,Returning,79.60
5/20/2018,75817517081,Returning,75.90
5/20/2018,602612138068,First-time,28.50
5/20/2018,107164991513,Returning,25.00
5/20/2018,196618420249,Returning,38.42
5/20/2018,602492960852,First-time,59.70
5/20/2018,5314031756,Returning,206.00
5/20/2018,3888301254,Returning,126.00
5/20/2018,303487549465,Returning,96.90
5/20/2018,602472415316,First-time,32.00
5/20/2018,6575639628,Returning,38.40
5/20/2018,369511170073,Returning,115.10
5/20/2018,413046243353,Returning,64.10
5/21/2018,4789153356,Returning,62.00
5/21/2018,277740126233,Returning,50.41
5/21/2018,431197880345,Returning,149.75
5/21/2018,34588033049,Returning,159.90
5/21/2018,263541424153,Returning,67.00
5/21/2018,602698809428,First-time,0.00
5/21/2018,188681420825,Returning,28.60
5/21/2018,6065642316,Returning,38.22
5/21/2018,106191880217,Returning,52.40
5/21/2018,373050834969,Returning,44.62
5/21/2018,602999619668,First-time,99.10
5/21/2018,284420669465,Returning,98.00
5/21/2018,6534333708,Returning,92.35
5/21/2018,4702628748,Returning,85.90
5/21/2018,603194228820,First-time,32.61
5/21/2018,603100774484,First-time,57.76
5/21/2018,4004154310,Returning,332.85
5/21/2018,6593758156,Returning,182.60
5/21/2018,422757203993,Returning,150.25
5/21/2018,6561823948,Returning,43.56
5/21/2018,96090292249,Returning,29.80
5/21/2018,183546871833,Returning,205.74
5/21/2018,5582725132,Returning,159.90
5/21/2018,603052015700,First-time,189.50
5/21/2018,602603192404,First-time,97.19
5/21/2018,602944536660,First-time,115.90
5/21/2018,171523833881,Returning,37.25
5/21/2018,411775238169,Returning,60.10
5/21/2018,4030106054,Returning,104.00
5/21/2018,304970661913,Returning,30.00
5/21/2018,346976649241,Returning,49.90
5/21/2018,205803782169,Returning,95.40
5/21/2018,233313959961,Returning,45.35
5/21/2018,266240294937,Returning,149.90
5/21/2018,390676348953,Returning,179.09
5/21/2018,5218463052,Returning,154.50
5/21/2018,2697200262,Returning,51.99
5/21/2018,603115520084,First-time,91.32
5/21/2018,400238411801,Returning,52.75
5/21/2018,428879446041,Returning,49.90
5/21/2018,4367397574,First-time,36.80
5/21/2018,393834528793,Returning,166.60
5/21/2018,5570880844,Returning,149.90
5/21/2018,303150596121,Returning,82.00
5/21/2018,603023016020,First-time,210.90
5/21/2018,602990149716,First-time,544.60
5/21/2018,92016214041,Returning,43.50
5/21/2018,5981867660,Returning,39.88
5/21/2018,6543389196,Returning,39.90
5/21/2018,171749572633,Returning,61.90
5/21/2018,414416830489,Returning,79.90
5/21/2018,603178565716,First-time,61.00
5/21/2018,168490598425,Returning,77.40
5/21/2018,285209100313,Returning,163.70
5/21/2018,320147095577,Returning,42.60
5/21/2018,603171881044,First-time,164.07
5/21/2018,5135124812,Returning,25.30
5/21/2018,317175234585,Returning,258.00
5/21/2018,603155857492,First-time,33.35
5/21/2018,231055884313,Returning,30.50
5/21/2018,74162044953,Returning,67.64
5/21/2018,103656194073,Returning,59.00
5/21/2018,398874771481,Returning,78.70
5/21/2018,168753004569,Returning,201.87
5/21/2018,283029405721,Returning,156.40
5/21/2018,403489849369,Returning,88.00
5/21/2018,602990280788,First-time,50.00
5/21/2018,4963219532,Returning,129.00
5/21/2018,312028430361,Returning,159.90
5/21/2018,211366641689,Returning,124.00
5/21/2018,3932216006,Returning,48.31
5/21/2018,399368519705,Returning,42.68
5/21/2018,348479782937,Returning,210.40
5/21/2018,175492694041,Returning,37.30
5/21/2018,109186646041,Returning,100.00
5/21/2018,603146190932,First-time,25.70
5/22/2018,603549073492,First-time,39.80
5/22/2018,603633156180,First-time,70.80
5/22/2018,247487528985,Returning,52.00
5/22/2018,603439038548,First-time,135.50
5/22/2018,165854543897,Returning,42.00
5/22/2018,603593834580,First-time,45.75
5/22/2018,6065642316,Returning,155.11
5/22/2018,603561295956,First-time,110.37
5/22/2018,2758892934,Returning,112.20
5/22/2018,603612217428,First-time,44.00
5/22/2018,82617565209,Returning,44.00
5/22/2018,192741539865,Returning,70.70
5/22/2018,432160604185,Returning,88.00
5/22/2018,603540586580,First-time,83.46
5/22/2018,432160604185,First-time,104.30
5/22/2018,42159374361,Returning,81.70
5/22/2018,192902561817,Returning,36.90
5/22/2018,602448396372,First-time,62.94
5/22/2018,180337737753,Returning,121.80
5/22/2018,603580268628,First-time,139.90
5/22/2018,6265409036,Returning,177.40
5/22/2018,429881688089,Returning,139.90
5/22/2018,354846048281,Returning,55.50
5/22/2018,603738538068,First-time,64.30
5/22/2018,153359908889,Returning,53.30
5/22/2018,299209555993,Returning,139.90
5/22/2018,5255662476,Returning,70.20
5/22/2018,603637088340,First-time,132.91
5/22/2018,603090681940,First-time,139.90
5/22/2018,603552022612,First-time,82.46
5/22/2018,217928630297,Returning,83.90
5/22/2018,339306774553,Returning,42.10
5/22/2018,5576683852,Returning,25.36
5/22/2018,5907198860,Returning,116.60
5/22/2018,303495381017,Returning,38.90
5/22/2018,603605565524,First-time,68.90
5/22/2018,386221703193,Returning,32.25
5/22/2018,334923595801,Returning,29.90
5/22/2018,237220560921,Returning,139.90
5/22/2018,47675047961,Returning,30.27
5/22/2018,5892212748,Returning,376.70
5/22/2018,315875721241,Returning,154.00
5/22/2018,375948378137,First-time,130.00
5/22/2018,219862106137,Returning,144.00
5/22/2018,378508804121,Returning,26.80
5/22/2018,349002760217,Returning,203.51
5/22/2018,6161965260,Returning,139.90
5/22/2018,292830740505,Returning,29.80
5/22/2018,396572196889,Returning,59.70
5/22/2018,6560557388,Returning,183.65
5/22/2018,603507359828,First-time,98.00
5/22/2018,603594260564,First-time,91.38
5/22/2018,395123130393,Returning,181.60
5/22/2018,411203469337,Returning,152.00
5/22/2018,414463131673,Returning,110.50
5/22/2018,129320943641,Returning,29.80
5/22/2018,107227807769,Returning,40.50
5/22/2018,285318873113,Returning,138.90
5/22/2018,174143799321,Returning,182.90
5/22/2018,407682613273,Returning,218.50
5/22/2018,603553529940,First-time,117.52
5/22/2018,603664515156,First-time,0.00
5/22/2018,357558321177,Returning,26.90
5/22/2018,6417040780,Returning,61.00
5/22/2018,603678998612,First-time,32.00
5/22/2018,359658848281,Returning,98.90
5/22/2018,172685393945,Returning,26.90
5/22/2018,386800353305,Returning,119.30
5/22/2018,265415360537,Returning,49.70
5/22/2018,5074664652,Returning,182.34
5/22/2018,389646942233,Returning,119.50
5/22/2018,5734993548,Returning,199.90
5/22/2018,30826692633,Returning,33.80
5/22/2018,603573649492,First-time,93.22
5/22/2018,78287306777,Returning,88.30
5/23/2018,3111227078,Returning,112.70
5/23/2018,301310705689,Returning,37.40
5/23/2018,3226709062,Returning,186.80
5/23/2018,396600311833,Returning,68.70
5/23/2018,418265956377,Returning,38.40
5/23/2018,603781005396,First-time,50.65
5/23/2018,370417401881,Returning,884.60
5/23/2018,5718245964,Returning,292.80
5/23/2018,604111962196,First-time,139.90
5/23/2018,420159750169,Returning,26.30
5/23/2018,603783200852,First-time,129.90
5/23/2018,412424568857,Returning,74.40
5/23/2018,5184714700,Returning,36.90
5/23/2018,401715101721,Returning,61.62
5/23/2018,222917459993,Returning,69.10
5/23/2018,602999619668,Returning,22.00
5/23/2018,366421016601,Returning,25.10
5/23/2018,121200934937,Returning,132.30
5/23/2018,103571357721,Returning,168.30
5/23/2018,5670660300,Returning,38.40
5/23/2018,602476609620,First-time,108.20
5/23/2018,242893881369,Returning,29.80
5/23/2018,395759484953,Returning,36.95
5/23/2018,603604746324,First-time,135.71
5/23/2018,5877464652,Returning,83.00
5/23/2018,604060516436,First-time,60.60
5/23/2018,397855096857,Returning,37.83
5/23/2018,604314337364,First-time,32.00
5/23/2018,428116901913,Returning,82.90
5/23/2018,272518971417,First-time,27.15
5/23/2018,6153126220,Returning,133.75
5/23/2018,24296980505,Returning,139.90
5/23/2018,428327829529,Returning,40.40
5/23/2018,604077785172,First-time,99.10
5/23/2018,423783399449,Returning,40.89
5/23/2018,432431857689,First-time,39.80
5/23/2018,424113340441,Returning,84.90
5/23/2018,387104899097,Returning,66.00
5/23/2018,603589378132,First-time,50.00
5/23/2018,604124381268,First-time,104.35
5/23/2018,604106063956,First-time,25.20
5/23/2018,363741249561,Returning,63.90
5/23/2018,129162772505,Returning,66.80
5/23/2018,382893686809,First-time,100.00
5/23/2018,113868079129,Returning,168.90
5/23/2018,145528160281,First-time,47.79
5/23/2018,107149492249,Returning,57.80
5/23/2018,418304196633,Returning,59.70
5/23/2018,604086075476,First-time,252.50
5/23/2018,71184646169,Returning,37.10
5/23/2018,5982169868,Returning,27.40
5/23/2018,604157673556,First-time,129.90
5/23/2018,156670591001,Returning,72.00
5/23/2018,604314107988,First-time,188.39
5/23/2018,384386727961,Returning,44.30
5/23/2018,146813190169,Returning,70.00
5/23/2018,603673428052,First-time,79.80
5/23/2018,82660950041,Returning,165.60
5/23/2018,603666743380,First-time,42.60
5/23/2018,3422128326,Returning,30.66
5/23/2018,6271295756,Returning,206.80
5/23/2018,247554408473,Returning,39.00
5/23/2018,364309086233,Returning,29.80
5/23/2018,359969357849,Returning,129.90
5/23/2018,5873940300,Returning,146.50
5/23/2018,5537661580,Returning,71.40
5/23/2018,217763479577,Returning,30.85
5/23/2018,5406763148,Returning,31.60
5/24/2018,295742144537,Returning,71.80
5/24/2018,272181690393,Returning,111.40
5/24/2018,374396583961,Returning,33.50
5/24/2018,5762204492,Returning,46.70
5/24/2018,252653699097,Returning,60.00
5/24/2018,402852282393,Returning,54.10
5/24/2018,49286348825,First-time,149.10
5/24/2018,258146336793,Returning,84.40
5/24/2018,604865921108,First-time,44.00
5/24/2018,6542531148,Returning,76.70
5/24/2018,3982341702,Returning,66.35
5/24/2018,405438496793,Returning,100.90
5/24/2018,6683434188,Returning,112.80
5/24/2018,6543061452,Returning,120.00
5/24/2018,4301750854,Returning,26.70
5/24/2018,380453683225,Returning,148.40
5/24/2018,6572541644,Returning,61.66
5/24/2018,273390927897,Returning,66.70
5/24/2018,217308561433,Returning,42.68
5/24/2018,604846129236,First-time,107.65
5/24/2018,162572009497,Returning,42.28
5/24/2018,395917656089,Returning,74.60
5/24/2018,270757396505,Returning,39.70
5/24/2018,370324570137,First-time,25.40
5/24/2018,366532657177,Returning,83.88
5/24/2018,6050564236,Returning,84.00
5/24/2018,87684743193,Returning,73.00
5/24/2018,353973501977,Returning,85.00
5/24/2018,154391773209,Returning,135.00
5/24/2018,257418297369,Returning,118.50
5/24/2018,604570091604,First-time,67.07
5/24/2018,344489459737,Returning,41.95
5/24/2018,3231405318,Returning,27.94
5/24/2018,431819096089,Returning,136.70
5/24/2018,380678635545,Returning,65.80
5/24/2018,131861348377,Returning,37.00
5/24/2018,71571701785,Returning,54.70
5/24/2018,100496539673,Returning,25.15
5/24/2018,415679807513,Returning,30.00
5/24/2018,416390807577,Returning,132.80
5/24/2018,604840788052,First-time,95.76
5/24/2018,141921910809,Returning,51.70
5/24/2018,4975379404,Returning,159.90
5/24/2018,134452838425,Returning,52.00
5/24/2018,270520418329,Returning,30.66
5/24/2018,38209945625,Returning,44.90
5/24/2018,604666626132,First-time,100.35
5/24/2018,175158427673,Returning,108.85
5/24/2018,387101327385,Returning,32.98
5/24/2018,213373452313,Returning,87.40
5/24/2018,6524743884,Returning,38.40
5/24/2018,5767393740,Returning,131.65
5/24/2018,421240864793,First-time,83.90
5/24/2018,604376006740,First-time,28.00
5/24/2018,5432681804,Returning,120.00
5/24/2018,603607334996,First-time,25.75
5/24/2018,416885997593,Returning,27.90
5/24/2018,3496020934,Returning,45.80
5/24/2018,231391035417,Returning,94.90
5/24/2018,5454390092,Returning,44.00
5/24/2018,202717069337,Returning,25.00
5/24/2018,378508804121,Returning,0.00
5/24/2018,221262315545,Returning,27.00
5/24/2018,6645033484,Returning,102.90
5/24/2018,4813311308,Returning,163.99
5/24/2018,604702441556,First-time,36.96
5/24/2018,28637167641,Returning,103.40
5/24/2018,5038783308,Returning,25.50
5/24/2018,219136720921,Returning,38.50
5/24/2018,6252032076,Returning,33.40
5/24/2018,5722543244,Returning,47.90
5/24/2018,3512139398,Returning,103.30
5/24/2018,102292586521,Returning,33.70
5/24/2018,604604170324,First-time,136.80
5/24/2018,168764735513,Returning,39.50
5/24/2018,6271121100,Returning,67.95
5/24/2018,148424654873,Returning,55.60
5/24/2018,175659581465,Returning,83.00
5/24/2018,604695822420,First-time,0.00
5/24/2018,428941606937,First-time,87.60
5/24/2018,312844058649,Returning,27.50
5/24/2018,4404130118,Returning,71.00
5/24/2018,604773580884,First-time,36.00
5/24/2018,604351561812,First-time,47.30
5/24/2018,281826525209,Returning,118.10
5/24/2018,102548537369,Returning,32.20
5/24/2018,604889907284,First-time,129.11
5/25/2018,254433525785,Returning,25.00
5/25/2018,295663894553,Returning,52.40
5/25/2018,5754302028,Returning,200.20
5/25/2018,6565958988,Returning,37.00
5/25/2018,6355456076,Returning,33.50
5/25/2018,604049244244,First-time,159.90
5/25/2018,421360893977,Returning,47.80
5/25/2018,6250875084,Returning,34.00
5/25/2018,257051230233,Returning,25.43
5/25/2018,222111105049,Returning,27.50
5/25/2018,42232447001,Returning,28.60
5/25/2018,202291544089,Returning,188.89
5/25/2018,395609899033,Returning,59.70
5/25/2018,2697200262,Returning,47.09
5/25/2018,385215954969,Returning,44.50
5/25/2018,3495286854,Returning,95.55
5/25/2018,6110809740,Returning,49.20
5/25/2018,4654727180,Returning,164.30
5/25/2018,400238411801,Returning,36.00
5/25/2018,372703428633,Returning,37.50
5/25/2018,604184445012,First-time,180.88
5/25/2018,5981867660,Returning,37.90
5/25/2018,405367652377,Returning,135.80
5/25/2018,105804496921,Returning,34.70
5/25/2018,605345906772,First-time,25.46
5/25/2018,602457243732,First-time,44.61
5/25/2018,281311215641,Returning,112.90
5/25/2018,605395320916,First-time,104.95
5/25/2018,367615475737,First-time,38.40
5/25/2018,605262413908,First-time,37.45
5/25/2018,605002104916,First-time,125.97
5/25/2018,355723673625,Returning,156.80
5/25/2018,67744235545,Returning,33.90
5/25/2018,274769149977,Returning,53.50
5/25/2018,605456269396,First-time,20.00
5/25/2018,393698607129,Returning,214.60
5/25/2018,6660970572,Returning,101.55
5/25/2018,237632749593,Returning,71.00
5/25/2018,5364099340,Returning,29.40
5/25/2018,350091640857,Returning,69.80
5/25/2018,227145875481,Returning,42.00
5/25/2018,605403840596,First-time,36.75
5/25/2018,128000294937,Returning,34.80
5/25/2018,397769179161,Returning,42.20
5/25/2018,137454288921,Returning,34.00
5/25/2018,177114480665,Returning,25.70
5/25/2018,82359943193,Returning,26.60
5/25/2018,229411061785,Returning,41.00
5/25/2018,605392601172,First-time,106.90
5/25/2018,4636006086,Returning,103.90
5/25/2018,314151403545,Returning,169.00
5/25/2018,5564953036,Returning,359.85
5/25/2018,4107343174,Returning,257.90
5/25/2018,159140380697,Returning,61.90
5/25/2018,6218103436,Returning,260.70
5/25/2018,174309244953,First-time,30.00
5/25/2018,5222071756,Returning,137.50
5/25/2018,380647833625,Returning,270.65
5/25/2018,603662778452,First-time,34.60
5/25/2018,360252669977,Returning,74.20
5/25/2018,6588021068,Returning,33.05
5/25/2018,207752101913,Returning,57.10
5/25/2018,4404130118,Returning,38.10
5/25/2018,3218393542,Returning,25.70
5/25/2018,277715222553,Returning,27.60
5/25/2018,5869275020,Returning,134.90
5/25/2018,393907208217,First-time,39.80
5/25/2018,290436743193,Returning,33.40
5/25/2018,605039427668,First-time,78.80
5/25/2018,3797303110,Returning,94.00
5/25/2018,5511667724,Returning,211.40
5/25/2018,270800683033,Returning,51.69
5/25/2018,605529342036,First-time,119.45
5/25/2018,106230317081,Returning,83.00
5/25/2018,104816771097,Returning,27.20
5/25/2018,202292854809,Returning,70.90
5/25/2018,604978085972,First-time,25.00
5/25/2018,322215673881,Returning,44.60
5/25/2018,362673176601,Returning,123.20
5/25/2018,604160786516,First-time,151.34
5/25/2018,605374283860,First-time,94.70
5/25/2018,350514184217,Returning,52.40
5/25/2018,360376827929,Returning,84.40
5/25/2018,605323755604,First-time,214.50
5/25/2018,5395836940,Returning,84.90
5/25/2018,12845449241,Returning,42.00
5/25/2018,4860589388,Returning,145.50
5/25/2018,69850497049,Returning,199.20
5/25/2018,422549880857,Returning,0.00
5/25/2018,605526753364,First-time,87.69
5/25/2018,326550683673,Returning,91.70
5/25/2018,417164197913,Returning,64.50
5/25/2018,5487090828,Returning,294.80
5/25/2018,299560501273,Returning,90.40
5/25/2018,401031954457,Returning,37.25
5/25/2018,109678362649,Returning,33.95
5/25/2018,5570910412,Returning,37.18
5/26/2018,335939633177,Returning,246.80
5/26/2018,109585432601,Returning,25.45
5/26/2018,5644568780,Returning,159.90
5/26/2018,606027087956,First-time,295.69
5/26/2018,364013256729,Returning,171.15
5/26/2018,395848581145,Returning,184.30
5/26/2018,430441627673,Returning,142.69
5/26/2018,605991796820,First-time,51.47
5/26/2018,431131197465,Returning,53.60
5/26/2018,166141460505,Returning,29.90
5/26/2018,606114775124,First-time,56.35
5/26/2018,118822666265,Returning,27.90
5/26/2018,409652101145,Returning,159.90
5/26/2018,381676716057,Returning,27.00
5/26/2018,147774079001,Returning,47.50
5/26/2018,190771986457,Returning,57.00
5/26/2018,408879202329,Returning,59.80
5/26/2018,4925252492,Returning,152.80
5/26/2018,153650200601,Returning,420.40
5/26/2018,5451066380,Returning,154.90
5/26/2018,12408913945,Returning,319.80
5/26/2018,99141255193,Returning,63.10
5/26/2018,606135713876,First-time,52.40
5/26/2018,5607128908,Returning,122.70
5/26/2018,6552728460,Returning,72.00
5/26/2018,301310705689,Returning,64.00
5/26/2018,242372739097,Returning,43.40
5/26/2018,149725085721,Returning,59.90
5/26/2018,6161272844,Returning,182.00
5/26/2018,298108223513,Returning,65.00
5/26/2018,412326658073,Returning,45.75
5/26/2018,605886677076,First-time,44.50
5/26/2018,402738413593,Returning,125.90
5/26/2018,602519928916,First-time,80.20
5/26/2018,605990649940,First-time,78.40
5/26/2018,605983965268,First-time,195.20
5/26/2018,606095179860,First-time,49.40
5/26/2018,604376006740,Returning,56.00
5/26/2018,606116216916,First-time,139.90
5/26/2018,602634911828,First-time,90.30
5/26/2018,409118998553,Returning,155.30
5/26/2018,606077124692,First-time,25.80
5/26/2018,6428067340,Returning,70.40
5/26/2018,300945145881,Returning,66.90
5/26/2018,6421566092,Returning,25.00
5/26/2018,606048157780,First-time,102.60
5/26/2018,265442164761,Returning,46.90
5/26/2018,270922809369,Returning,98.90
5/26/2018,605961420884,First-time,81.20
5/26/2018,343095017497,Returning,32.90
5/26/2018,606054056020,First-time,39.80
5/26/2018,292420059161,Returning,91.20
5/26/2018,6454083340,Returning,98.00
5/26/2018,6227664460,Returning,26.90
5/26/2018,13496778777,Returning,94.50
5/26/2018,285613981721,Returning,94.30
5/26/2018,605965975636,First-time,44.90
5/26/2018,374468214809,Returning,31.00
5/26/2018,606141710420,First-time,39.24
5/26/2018,4936707020,Returning,37.90
5/26/2018,426105110553,Returning,95.35
5/26/2018,313148538905,Returning,34.80
5/26/2018,344681414681,Returning,39.80
5/26/2018,410536575001,Returning,100.90
5/26/2018,295508312089,Returning,26.50
5/26/2018,605990944852,First-time,163.20
5/26/2018,5659505612,Returning,105.00
5/26/2018,318914920473,Returning,64.80
5/26/2018,209752784921,Returning,101.70
5/26/2018,270588313625,Returning,29.88
5/26/2018,235644321817,Returning,180.00
5/26/2018,5543807372,Returning,179.97
5/26/2018,6396928332,Returning,27.39
5/26/2018,145703796761,Returning,173.30
5/26/2018,605981245524,First-time,74.80
5/26/2018,3894093830,Returning,50.57
5/26/2018,3515722758,Returning,163.99
5/26/2018,109388234777,Returning,83.00
5/26/2018,71184646169,Returning,30.20
5/26/2018,305043669017,First-time,94.80
5/27/2018,418124857369,Returning,160.00
5/27/2018,6599518092,Returning,28.70
5/27/2018,304479305753,Returning,116.20
5/27/2018,249230753817,Returning,41.00
5/27/2018,168769912857,Returning,83.80
5/27/2018,410471006233,Returning,68.80
5/27/2018,4129363718,Returning,28.40
5/27/2018,606524604500,First-time,99.28
5/27/2018,225499119641,Returning,36.48
5/27/2018,413627809817,Returning,138.55
5/27/2018,606640898132,First-time,75.50
5/27/2018,320386662425,Returning,85.60
5/27/2018,282000654361,Returning,73.00
5/27/2018,5742445388,Returning,28.60
5/27/2018,422610403353,Returning,187.80
5/27/2018,606440325204,First-time,159.90
5/27/2018,304340893721,Returning,69.40
5/27/2018,6510396108,Returning,159.90
5/27/2018,6152712076,Returning,43.50
5/27/2018,6632393292,Returning,32.40
5/27/2018,152918786073,Returning,98.40
5/27/2018,428941606937,Returning,63.20
5/27/2018,209815142425,Returning,39.50
5/27/2018,369037017113,Returning,34.80
5/27/2018,303325511705,Returning,34.27
5/27/2018,416929120281,Returning,39.80
5/27/2018,272179691545,Returning,25.80
5/27/2018,77080363033,Returning,150.25
5/27/2018,281611042841,Returning,79.90
5/27/2018,606304305236,First-time,162.25
5/27/2018,6058174028,Returning,43.90
5/27/2018,370567774233,Returning,75.55
5/27/2018,75874435097,Returning,473.10
5/27/2018,205775634457,Returning,46.90
5/27/2018,116414644249,Returning,535.00
5/27/2018,5554806604,Returning,25.00
5/27/2018,5402836940,Returning,99.80
5/27/2018,280363532313,Returning,146.80
5/27/2018,374347563033,Returning,36.90
5/27/2018,6197601868,Returning,95.90
5/27/2018,4527801542,Returning,61.80
5/27/2018,156007989273,Returning,125.00
5/27/2018,6395885580,Returning,29.20
5/27/2018,4860623308,Returning,154.90
5/27/2018,6028950476,Returning,50.10
5/27/2018,349781032985,Returning,39.90
5/27/2018,82487115801,Returning,99.00
5/27/2018,8957231129,Returning,89.33
5/27/2018,6378410636,Returning,63.60
5/27/2018,6537755020,Returning,149.90
5/27/2018,606553047124,First-time,79.50
5/27/2018,606683693140,First-time,88.30
5/27/2018,4146314054,Returning,159.90
5/27/2018,106948460569,Returning,159.58
5/27/2018,109186646041,Returning,25.50
5/27/2018,606416011348,First-time,30.00
5/27/2018,92498100249,Returning,149.90
5/27/2018,4926967692,Returning,27.40
5/27/2018,5134046284,Returning,84.00
5/27/2018,311357734937,Returning,132.99
5/27/2018,342869311513,Returning,89.40
5/27/2018,606615830612,First-time,51.90
5/27/2018,225214955545,Returning,61.84
5/27/2018,92016214041,Returning,98.30
5/27/2018,109944307737,Returning,163.35
5/27/2018,606441373780,First-time,117.80
5/27/2018,109585432601,Returning,29.80
5/27/2018,604570091604,Returning,37.06
5/27/2018,5935274764,Returning,51.50
5/27/2018,606414372948,First-time,30.00
5/27/2018,310658039833,Returning,301.20
5/27/2018,402067816473,Returning,39.10
5/27/2018,606225989716,First-time,49.90
5/27/2018,418928492569,Returning,49.00
5/27/2018,140248449049,Returning,25.50
5/27/2018,606540759124,First-time,56.40
5/27/2018,3480117510,Returning,42.79
5/27/2018,606543773780,First-time,171.45
5/27/2018,432591175705,Returning,107.80
5/27/2018,5690278156,Returning,44.90
5/27/2018,414318624793,Returning,81.65
5/27/2018,401897390105,Returning,168.30
5/27/2018,606441996372,First-time,26.59
5/27/2018,193298923545,Returning,27.50
5/27/2018,6610144332,Returning,159.90
5/27/2018,265601941529,Returning,60.00
5/27/2018,6397481228,Returning,27.20
5/27/2018,348443738137,Returning,0.00
5/27/2018,5432590796,First-time,74.10
5/27/2018,5512467532,Returning,130.00
5/27/2018,258531590169,Returning,56.90
5/27/2018,606565990484,First-time,36.70
5/28/2018,607153553492,First-time,25.70
5/28/2018,338947964953,Returning,31.90
5/28/2018,272132538393,Returning,31.00
5/28/2018,6585535436,Returning,159.90
5/28/2018,6570658636,Returning,27.00
5/28/2018,314726055961,Returning,36.97
5/28/2018,421333336089,Returning,42.00
5/28/2018,261358026777,Returning,121.80
